No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Company,Industry,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Industry,Country,Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
5027,PMO,Putnam Municipal Opportunities Trust,Financial,Closed-End Fund - Debt,USA,,11.65,,,,0.9,,,,,1.06,,,,,,,,Putnam Municipal Opportunities Trust,Closed-End Fund - Debt,,,,,,,0.54,,,,,,,,,,,-0.49%,1.43%,5.13%,Closed-End Fund - Debt,USA,4.22%,3.47%,,0.09,0.80%,0.74%,0.27%,2.03%,-2.09%,-1.20%,6.16%,-7.74%,7.85%,57.56,0.24%,0.08%,,93.16,0.67,12.31,0.33%,62640,
5028,PMPT,iSectors Post-MPT Growth ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,iSectors Post-MPT Growth ETF,Exchange Traded Fund,,,,,,,1.6,,,,,,,,,,,0.41%,1.24%,5.22%,Exchange Traded Fund,USA,,1.32%,,0.19,0.15%,0.13%,0.71%,1.49%,2.29%,-2.85%,5.00%,-2.85%,7.84%,54.09,0.08%,-0.69%,,3.65,0.27,24.58,-0.61%,975,
5029,PMR,PowerShares Dynamic Retail ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.93%,,,,,,,,,,PowerShares Dynamic Retail ETF,Exchange Traded Fund,,,,,,,0.9,,,,,,,,,,,-0.11%,0.57%,-2.63%,Exchange Traded Fund,USA,6.48%,-1.03%,,0.33,0.60%,0.86%,1.70%,-1.49%,0.36%,-8.14%,4.19%,-8.14%,7.08%,51.04,0.54%,-0.06%,,3.06,0.52,35.58,0.48%,1600,
5030,PMT,PennyMac Mortgage Investment Trust,Financial,REIT - Diversified,USA,1139.22,15.69,9.93,2.65,3.91,0.84,2.35,,11.10%,170.30%,1.08,54.60%,1.97%,-21.24%,5.91%,,98.40%,-42.70%,PennyMac Mortgage Investment Trust,REIT - Diversified,65.52,0.30%,-4.55%,71.00%,-0.49%,1.72%,2.33,,,,,,0.44,0.46,,,,0.36%,-1.22%,6.88%,REIT - Diversified,USA,60.43%,3.48%,0.66,0.3,1.71%,1.73%,-0.04%,1.46%,12.00%,-2.42%,7.68%,-2.42%,62.47%,52.32,-1.11%,0.29%,2.8,481.79,0.73,16.94,-0.82%,352683,2/2/2017 16:30
5031,PMTS,CPI Card Group Inc.,Financial,Credit Services,USA,268.18,35.77,10.94,3.11,0.8,,12.59,,3.67%,107.20%,0.14,95.50%,76.38%,,11.50%,,-46.60%,-24.60%,CPI Card Group Inc.,Credit Services,52.31,0.10%,112.71%,83.60%,-4.45%,4.43%,9.76,2.50%,-8.10%,22.10%,2.7,2,,,33.70%,11.90%,2.10%,-2.00%,15.29%,24.05%,Credit Services,USA,-37.58%,18.07%,,0.23,4.62%,5.28%,3.65%,12.96%,1.24%,-3.92%,48.48%,-47.03%,50.77%,58.44,0.00%,1.03%,2.9,237.11,1,4.9,1.03%,237550,3/1/2017 16:30
5032,PMX,PIMCO Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,,6.37,,,,0.95,,,,,1.76,,,2.44%,,,,,PIMCO Municipal Income Fund III,Closed-End Fund - Debt,,,,,,,1.51,,,,,,,,,,,-2.27%,-3.65%,-0.12%,Closed-End Fund - Debt,USA,0.86%,-0.67%,,0.11,0.93%,0.89%,-3.42%,-1.81%,-6.11%,-5.68%,2.95%,-11.29%,4.95%,30.47,-0.62%,0.36%,,129.51,1.09,11.18,-0.27%,141242,
5033,PN,"Patriot National, Inc.",Financial,Insurance Brokers,USA,116.01,10.05,7.25,0.67,0.48,1.36,8.79,6.82,,0.00%,0.43,-130.80%,6.57%,,15.00%,,-56.90%,2.90%,"Patriot National, Inc.",Insurance Brokers,8.94,46.60%,0.16%,20.90%,-1.64%,29.00%,16.66,4.10%,15.20%,-1.40%,,,1.27,1.34,,7.60%,5.80%,2.84%,-4.19%,20.40%,Insurance Brokers,USA,18.81%,-6.45%,,0.21,5.50%,4.56%,-0.76%,-5.90%,-8.79%,-26.77%,24.99%,-27.51%,102.58%,45.31,0.23%,0.46%,2.8,155.48,0.22,4.35,0.69%,34202,3/9/2017 8:30
5034,PNBK,"Patriot National Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,58.01,41.38,,,2.39,0.93,1,26.37,,0.00%,0.35,-86.60%,,15.30%,,-7.80%,26.90%,4.90%,"Patriot National Bancorp, Inc.",Regional - Northeast Banks,0.41,3.00%,-1.76%,18.90%,6.10%,0.35%,1.71,0.20%,2.50%,27.90%,,,0.13,0.13,,80.30%,6.30%,1.03%,5.02%,7.48%,Regional - Northeast Banks,USA,12.61%,4.27%,0.13,0.13,0.00%,0.10%,1.99%,3.46%,7.11%,-1.01%,10.57%,-11.21%,14.45%,62.58,0.00%,0.00%,,0.85,0.36,14.65,0.00%,0,2/13/2017
5035,PNC,"The PNC Financial Services Group, Inc.",Financial,Money Center Banks,USA,61765.6,17.31,14.33,2.13,6.4,1.35,2.02,,1.73%,21.20%,7.33,-1.70%,11.90%,5.40%,8.12%,-1.10%,3.90%,4.00%,"The PNC Financial Services Group, Inc.",Money Center Banks,486.24,0.20%,-26.14%,83.80%,0.38%,1.08%,1.88,1.00%,8.00%,8.30%,,,0.77,0.77,,82.00%,38.00%,3.05%,9.73%,18.54%,Money Center Banks,USA,56.82%,8.96%,0.93,2.14,1.58%,1.36%,4.09%,7.12%,31.70%,-0.83%,14.96%,-0.83%,66.77%,68.69,0.90%,-0.97%,2.4,2805,0.62,126.86,-0.08%,1733953,1/13/2017 8:30
5036,PNF,PIMCO New York Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,,9.01,,,,1.04,,,,,1.4,,,0.00%,,,,,PIMCO New York Municipal Income Fund,Closed-End Fund - Debt,,,,,,,3.49,,,,,,,,,,,-1.87%,3.14%,4.46%,Closed-End Fund - Debt,USA,6.13%,6.58%,,0.12,0.78%,0.93%,-0.58%,3.52%,-1.07%,-3.08%,9.57%,-9.38%,11.19%,54.37,-0.55%,-0.55%,,20.56,0.84,12.6,-1.10%,17180,
5037,PNFP,"Pinnacle Financial Partners, Inc.",Financial,Regional - Southeast Banks,USA,3303.37,24.29,16.99,0.75,9.09,2.14,17.94,,0.79%,19.00%,2.91,15.70%,23.92%,21.70%,32.20%,14.10%,19.70%,30.50%,"Pinnacle Financial Partners, Inc.",Regional - Southeast Banks,43.94,4.40%,-2.60%,72.80%,4.09%,4.79%,6.64,1.20%,9.30%,13.10%,,,0.23,0.23,,84.40%,35.00%,4.05%,13.02%,15.98%,Regional - Southeast Banks,USA,53.96%,2.09%,1.36,1.81,1.95%,2.49%,4.98%,3.84%,24.36%,-1.53%,15.85%,-1.53%,62.55%,62.11,-0.07%,-0.56%,2.7,317.5,0.77,70.6,-0.63%,244205,1/17/2017 16:30
5038,PNI,PIMCO New York Municipal Income Fund II,Financial,Closed-End Fund - Debt,USA,,10.77,,,,0.99,,,,,1.1,,,0.00%,,,,,PIMCO New York Municipal Income Fund II,Closed-End Fund - Debt,,,,,,,6.07,,,,,,,,,,,-2.47%,-5.86%,-0.04%,Closed-End Fund - Debt,USA,-4.99%,-0.32%,,0.15,1.04%,0.98%,-4.44%,-3.17%,-8.58%,-8.39%,1.06%,-16.01%,2.17%,32,0.51%,0.08%,,28.16,0.74,11.86,0.59%,20920,
5039,PNK,"Pinnacle Entertainment, Inc.",Services,Resorts & Casinos,USA,915.68,,35.21,,0.4,,5.92,5.81,,,-7.65,10.00%,106.30%,,,,-104.30%,2.90%,"Pinnacle Entertainment, Inc.",Resorts & Casinos,55.36,2.50%,0.00%,,,4.86%,5.83,-10.80%,,7.20%,0.7,0.6,,,45.10%,-8.30%,-20.10%,1.48%,19.61%,19.78%,Resorts & Casinos,USA,,13.17%,,0.44,3.10%,2.89%,4.87%,9.70%,30.74%,-3.41%,20.57%,-3.41%,68.83%,73,-0.36%,0.12%,2.4,460.92,0.83,16.41,-0.24%,380614,2/22/2017 8:30
5040,PNM,"PNM Resources, Inc.",Utilities,Diversified Utilities,USA,2799.93,11700,19.25,1708.03,2.05,1.66,363.63,,2.76%,,0,-86.50%,13.02%,19.10%,6.85%,-3.00%,-10.90%,-4.10%,"PNM Resources, Inc.",Diversified Utilities,79,11.20%,0.00%,95.40%,1.77%,4.00%,5.43,0.00%,0.00%,2.70%,0.6,0.5,1.31,1.58,,7.00%,0.00%,0.29%,4.93%,9.95%,Diversified Utilities,USA,11.88%,3.06%,0.32,0.53,1.27%,1.49%,1.97%,3.64%,6.93%,-1.40%,13.48%,-1.40%,17.01%,58.98,-0.43%,0.28%,2.1,581.86,0.96,35.1,-0.14%,557065,2/28/2017 8:30
5041,PNNT,PennantPark Investment Corporation,Financial,Asset Management,USA,596.91,7.25,9.77,1.45,4.3,0.94,13.18,,13.15%,95.30%,1.18,290.90%,0.93%,1.50%,5.00%,9.10%,160.40%,-9.60%,PennantPark Investment Corporation,Asset Management,69.72,0.70%,17.63%,43.20%,20.19%,0.46%,0.7,6.40%,13.10%,5.90%,,,1.01,1.01,51.10%,50.70%,60.20%,0.83%,10.51%,16.76%,Asset Management,USA,80.26%,11.23%,1.21,0.14,2.03%,1.53%,5.54%,8.71%,20.92%,-1.84%,16.61%,-1.84%,96.16%,74.4,1.43%,0.00%,2.8,459.46,0.8,8.52,1.43%,369451,2/8/2017 16:30
5042,PNQI,PowerShares NASDAQ Internet ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,PowerShares NASDAQ Internet ETF,Exchange Traded Fund,,,,,,,3.96,,,,,,,,,,,0.97%,4.25%,10.54%,Exchange Traded Fund,USA,30.69%,11.92%,,0.71,0.72%,0.75%,2.02%,5.61%,10.84%,-0.38%,12.08%,-0.38%,34.04%,75.81,0.26%,-0.31%,,17.94,0.65,92.49,-0.05%,11592,
5043,PNR,Pentair plc,Industrial Goods,Industrial Equipment & Components,United Kingdom,10638.95,23.59,15.34,2.54,2.18,2.48,44.61,21.28,2.37%,46.60%,2.46,784.10%,9.35%,103.10%,9.29%,7.20%,123.90%,-32.50%,Pentair plc,Industrial Equipment & Components,181,0.30%,-20.99%,93.00%,-2.98%,2.95%,4.81,4.40%,12.40%,6.90%,1.8,1.5,1.01,1.01,36.70%,14.30%,10.70%,-1.00%,-0.79%,0.30%,Industrial Equipment & Components,United Kingdom,23.87%,4.27%,1.43,0.99,1.59%,1.74%,-1.53%,-0.11%,-2.00%,-6.04%,4.85%,-12.22%,29.51%,47.62,-0.33%,-0.38%,2.8,1108.35,0.79,58.13,-0.70%,871907,1/31/2017 8:30
5044,PNRA,Panera Bread Company,Services,Specialty Eateries,USA,5345.8,37.37,25.6,2.39,1.91,16.85,,,,0.00%,6.19,6.70%,17.58%,6.30%,15.64%,8.90%,10.30%,5.10%,Panera Bread Company,Specialty Eateries,21.43,0.50%,-2.96%,,-3.58%,13.27%,6.37,,,,,,,,68.20%,8.60%,5.20%,-0.77%,7.87%,11.82%,Specialty Eateries,USA,13.71%,12.84%,0.33,4.2,1.20%,1.99%,5.53%,7.90%,10.27%,-2.04%,15.03%,-2.04%,24.63%,68.42,0.59%,-0.09%,2.1,446.21,0.65,231.42,0.50%,291711,2/7/2017 16:30
5045,PNRG,PrimeEnergy Corporation,Basic Materials,Independent Oil & Gas,USA,123.67,,,,2.1,2.03,22.9,,,,-2.79,-163.70%,,-56.40%,,-7.70%,670.30%,-23.30%,PrimeEnergy Corporation,Independent Oil & Gas,0.41,82.42%,,2.10%,-5.87%,0.13%,2.59,-2.00%,-8.20%,-6.30%,0.2,0.2,0.05,1.17,26.10%,-1.60%,-7.80%,-3.55%,0.01%,1.80%,Independent Oil & Gas,USA,8.97%,0.01%,0.44,1.05,0.00%,0.09%,-4.19%,0.50%,-2.84%,-8.47%,11.35%,-14.28%,96.38%,45.72,0.00%,0.00%,,0.21,0,54.01,0.00%,0,2/13/2017
5046,PNTR,Pointer Telocation Ltd.,Technology,Communication Equipment,Israel,61.31,26.7,9.63,,1.17,1.43,4.35,,,,0.29,-75.30%,45.54%,14.10%,,-3.90%,-29.30%,8.90%,Pointer Telocation Ltd.,Communication Equipment,6.79,18.00%,0.00%,48.50%,-9.68%,0.20%,1.05,,,4.80%,1.9,1.6,0.27,0.38,55.60%,,,-6.60%,4.67%,6.80%,Communication Equipment,Israel,28.06%,15.44%,0.94,0.27,3.20%,3.42%,-3.07%,2.70%,11.95%,-7.65%,15.87%,-7.65%,50.10%,47.67,-0.63%,0.64%,2,13.1,0.55,7.85,0.00%,7167,2/27/2017 8:30
5047,PNW,Pinnacle West Capital Corporation,Utilities,Electric Utilities,USA,8742.78,20.53,18.66,3.87,2.5,1.81,181.01,,3.33%,64.80%,3.83,9.60%,6.73%,5.30%,5.30%,1.90%,1.90%,-2.70%,Pinnacle West Capital Corporation,Electric Utilities,110.72,0.30%,-17.53%,84.90%,0.36%,2.30%,4.28,2.80%,9.20%,7.30%,0.9,0.6,0.85,0.88,,24.10%,12.30%,0.04%,3.02%,7.63%,Electric Utilities,USA,19.30%,1.73%,0.31,0.91,1.13%,1.14%,1.57%,2.36%,4.68%,-0.29%,7.64%,-2.49%,22.96%,60.29,0.00%,0.19%,2.8,595.09,0.69,78.7,0.19%,412907,2/24/2017 8:30
5048,PODD,Insulet Corporation,Healthcare,Medical Instruments & Supplies,USA,2599.27,,,,7.15,39.76,9.19,,,,-0.8,-39.80%,56.80%,3.50%,25.00%,27.30%,83.40%,32.90%,Insulet Corporation,Medical Instruments & Supplies,57.01,0.70%,14.13%,98.50%,0.25%,9.16%,9.95,-15.10%,-123.10%,-28.90%,6.7,6.1,5.05,5.07,53.80%,-9.10%,-13.00%,7.09%,5.30%,23.95%,Medical Instruments & Supplies,USA,67.52%,20.30%,1.44,1.31,3.54%,2.54%,7.54%,13.20%,22.18%,0.91%,29.07%,-0.59%,71.06%,71.79,3.99%,0.39%,2.1,524.96,1.02,45.33,4.40%,537343,2/27/2017 16:30
5049,POL,PolyOne Corporation,Basic Materials,Specialty Chemicals,USA,2869.38,17.52,13.36,1.75,0.86,3.92,12.66,29.61,1.58%,24.40%,1.95,19.80%,11.55%,3.70%,10.00%,4.30%,990.30%,1.50%,PolyOne Corporation,Specialty Chemicals,82.57,0.50%,-11.80%,93.90%,-1.03%,2.15%,3.53,6.20%,22.80%,11.30%,1.9,1.3,1.71,1.74,21.40%,8.40%,4.90%,-1.13%,7.45%,5.10%,Specialty Chemicals,USA,32.02%,6.74%,1.65,0.7,1.83%,2.15%,1.06%,2.33%,0.98%,-2.34%,7.95%,-10.10%,35.10%,53.23,0.32%,-0.47%,2.2,502.58,0.85,34.2,-0.15%,425428,1/27/2017 8:30
5050,POLA,"Polar Power, Inc.",Technology,Communication Equipment,USA,89.46,33.12,16.35,,4.97,13.12,894.56,,,,0.27,-105.80%,55.71%,,,,634.70%,638.10%,"Polar Power, Inc.",Communication Equipment,2.76,58.60%,,12.90%,,0.44%,0.13,,,0.90%,1.7,1.1,0.06,0.38,41.40%,,,5.82%,9.73%,,Communication Equipment,USA,,-0.45%,,0.39,5.82%,3.87%,7.49%,3.96%,3.96%,-16.65%,25.67%,-16.65%,25.67%,57.69,-1.55%,-1.09%,2,91.02,0.41,8.91,-2.62%,37115,
5051,POOL,Pool Corporation,Consumer Goods,Sporting Goods,USA,4728.54,33.76,25.75,2.25,1.84,23.42,214.93,58.16,1.06%,33.60%,3.45,19.50%,11.58%,18.70%,15.00%,7.50%,6.30%,7.30%,Pool Corporation,Sporting Goods,39.05,0.10%,0.00%,93.90%,1.10%,2.73%,5.23,13.50%,62.70%,25.30%,2.3,0.7,2.13,2.13,28.80%,10.00%,5.80%,6.14%,11.28%,16.96%,Sporting Goods,USA,45.68%,11.76%,0.88,2.01,1.91%,1.90%,8.29%,9.66%,19.30%,0.53%,14.01%,0.53%,49.06%,84.19,1.50%,0.44%,2.3,204.13,1.99,116.61,1.94%,406754,2/16/2017 8:30
5052,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,308.68,89.32,,,5.23,5.38,,,3.97%,354.90%,0.79,-10.80%,,40.90%,,20.10%,233.40%,-13.20%,"Pope Resources, A Delaware Limited Partnership","Lumber, Wood Production",3.95,0.80%,4.01%,16.00%,-5.27%,0.10%,2.99,0.90%,5.70%,7.10%,0.9,0.9,2.28,2.37,41.70%,7.90%,5.80%,2.06%,7.19%,6.78%,"Lumber, Wood Production",USA,31.49%,6.27%,0.19,1.17,2.11%,1.26%,2.84%,4.87%,9.02%,-0.74%,8.51%,-0.74%,43.20%,63.28,3.18%,-3.80%,,1.3,3.34,70.47,-0.74%,4354,3/3/2017 8:30
5053,POR,Portland General Electric Company,Utilities,Electric Utilities,USA,3844.13,20.91,17.31,3.51,2.03,1.63,274.58,,2.98%,,2.06,2.90%,8.67%,4.06%,5.97%,1.20%,-5.60%,5.00%,Portland General Electric Company,Electric Utilities,88.56,0.37%,0.00%,95.40%,-0.45%,1.80%,3.36,,,6.00%,0.8,0.7,0.94,1,56.10%,17.50%,,-2.21%,-1.38%,4.53%,Electric Utilities,USA,16.90%,-0.81%,0.32,0.61,1.73%,1.35%,-1.10%,-0.57%,1.86%,-2.67%,6.22%,-3.53%,19.56%,43.36,-2.83%,2.31%,3,474.8,2.12,42.98,-0.58%,1008558,2/17/2017 8:30
5054,POST,"Post Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,5382.74,134.22,26.91,17.66,1.07,1.93,6.19,21.08,,0.00%,0.62,82.30%,15.69%,49.30%,7.60%,39.00%,674.40%,0.10%,"Post Holdings, Inc.",Food - Major Diversified,62.26,2.40%,6.75%,,1.16%,9.14%,6.02,0.60%,1.80%,6.40%,3.4,2.5,1.53,1.53,31.10%,8.00%,1.10%,-2.51%,-1.74%,14.44%,Food - Major Diversified,USA,22.88%,3.68%,0.16,1.38,1.22%,1.65%,-1.14%,1.58%,4.04%,-4.34%,10.38%,-6.35%,25.87%,48.63,0.23%,-0.69%,1.7,945.9,0.54,83.35,-0.47%,510342,2/2/2017 16:30
5055,POT,Potash Corporation of Saskatchewan Inc.,Basic Materials,Agricultural Chemicals,Canada,15722.74,46.8,26.74,,3.53,1.91,,,2.14%,244.70%,0.4,-73.60%,32.33%,-35.20%,,-12.60%,-70.70%,-21.90%,Potash Corporation of Saskatchewan Inc.,Agricultural Chemicals,838.13,0.20%,0.00%,81.40%,3.48%,2.51%,3.41,1.90%,4.10%,4.30%,0.8,0.4,0.45,0.56,19.10%,13.50%,7.50%,-1.78%,3.60%,7.18%,Agricultural Chemicals,Canada,21.99%,4.04%,0.59,0.5,2.18%,2.79%,-1.05%,0.44%,10.40%,-7.65%,5.68%,-7.65%,26.82%,50.07,0.59%,-0.48%,2.7,6180.62,0.69,18.72,0.11%,4236235,1/26/2017 8:30
5056,POWI,"Power Integrations, Inc.",Technology,Semiconductor - Integrated Circuits,USA,1937,40.66,19.36,1.94,5,3.93,7.74,27.44,0.85%,31.40%,1.62,22.70%,21.32%,7.20%,20.94%,5.30%,4.30%,15.80%,"Power Integrations, Inc.",Semiconductor - Integrated Circuits,28.54,2.80%,-36.49%,,-0.30%,2.34%,4.48,9.20%,10.40%,9.60%,5.3,4.4,0,0,49.30%,12.40%,12.40%,-1.57%,-3.52%,-0.34%,Semiconductor - Integrated Circuits,USA,46.23%,-3.10%,0.96,1.74,1.38%,2.60%,-3.85%,-3.52%,9.96%,-9.50%,6.91%,-9.50%,59.98%,42.75,-0.15%,0.00%,1.8,149.18,0.93,65.75,-0.15%,138467,2/1/2017 16:30
5057,POWL,"Powell Industries, Inc.",Industrial Goods,Diversified Machinery,USA,385.56,24.92,55.03,2.49,0.73,1.18,4.04,7.57,3.05%,75.70%,1.37,71.20%,267.60%,51.10%,10.00%,0.10%,34.90%,-26.50%,"Powell Industries, Inc.",Diversified Machinery,8.64,7.40%,-0.36%,66.20%,-1.59%,1.55%,2.18,3.40%,4.70%,4.00%,2.9,2,0,0.01,18.70%,2.90%,3.00%,-1.56%,-11.49%,-16.54%,Diversified Machinery,USA,34.02%,-11.86%,0.61,1.06,2.24%,2.73%,-8.35%,-11.51%,-9.33%,-27.23%,1.79%,-27.23%,39.90%,30.02,1.16%,-0.18%,3,61.49,0.55,34.12,0.98%,33885,2/7/2017 16:30
5058,PPA,PowerShares Aerospace & Defense ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.69%,,,,,,,,,,PowerShares Aerospace & Defense ETF,Exchange Traded Fund,,,,,,,0.59,,,,,,,,,,,1.88%,4.04%,5.91%,Exchange Traded Fund,USA,35.33%,5.01%,,0.36,0.60%,0.83%,3.25%,3.57%,12.01%,0.18%,5.59%,0.18%,37.25%,74.79,0.32%,-0.14%,,128.57,0.59,43.83,0.18%,75304,
5059,PPBI,"Pacific Premier Bancorp, Inc.",Financial,Regional - Pacific Banks,USA,1114.52,27.59,16.67,3.45,6.69,2.4,5.39,,,0.00%,1.46,23.10%,25.13%,8.00%,8.00%,27.10%,16.00%,37.10%,"Pacific Premier Bancorp, Inc.",Regional - Pacific Banks,26.65,4.10%,-4.98%,82.30%,9.03%,8.16%,8.67,1.10%,9.00%,13.90%,,,0.87,0,,86.60%,24.10%,2.81%,11.81%,24.81%,Regional - Pacific Banks,USA,96.34%,13.86%,0.71,1.06,2.10%,2.83%,3.12%,9.86%,40.10%,-1.71%,22.90%,-1.71%,105.46%,63.28,0.37%,0.00%,1.8,250.8,0.56,40.25,0.37%,140021,1/24/2017 8:30
5060,PPC,Pilgrim's Pride Corporation,Consumer Goods,Food - Major Diversified,USA,5109,11.93,9.99,,0.64,5.84,42.47,,,0.00%,1.73,-30.60%,0.10%,22.70%,,1.00%,13.60%,-2.70%,Pilgrim's Pride Corporation,Food - Major Diversified,52.55,75.41%,0.00%,27.40%,0.70%,42.05%,14.14,14.20%,44.30%,25.30%,1.5,0.6,1.14,1.14,11.50%,9.00%,5.60%,1.17%,12.40%,5.24%,Food - Major Diversified,USA,1.60%,8.85%,-0.02,0.56,2.09%,2.89%,6.66%,8.82%,-4.96%,-3.55%,16.25%,-22.00%,20.52%,68.28,0.34%,0.15%,2.6,1562.82,0.83,20.67,0.49%,1294597,2/8/2017 16:30
5061,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,USA,26867.01,48.54,14.88,5.75,1.82,5.55,14.42,52.78,1.56%,47.10%,2.11,-56.90%,10.43%,-4.50%,8.45%,2.30%,-73.10%,-1.50%,"PPG Industries, Inc.",Specialty Chemicals,262.45,0.38%,0.00%,71.40%,-3.24%,1.44%,2.42,5.20%,17.20%,6.50%,1.5,1.2,0.78,0.92,45.30%,5.70%,5.90%,2.22%,5.41%,6.66%,Specialty Chemicals,USA,8.74%,8.46%,1.4,1.27,1.05%,1.29%,1.90%,4.69%,1.70%,0.22%,9.57%,-11.12%,15.14%,68.91,0.65%,-0.06%,2.1,1561.12,0.84,102.37,0.59%,1305967,1/19/2017 8:30
5062,PPH,VanEck Vectors Pharmaceutical ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,VanEck Vectors Pharmaceutical ETF,Exchange Traded Fund,,,,,,,14.85,,,,,,,,,,,3.50%,5.86%,3.96%,Exchange Traded Fund,USA,-2.90%,5.22%,,0.58,1.19%,0.98%,4.78%,4.95%,-1.42%,-0.27%,10.03%,-10.62%,10.03%,74.7,0.71%,-0.29%,,224.44,0.1,55.25,0.42%,22072,
5063,PPHM,"Peregrine Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,134.65,,,,2.47,3.24,2.74,,,,-0.21,6.10%,15.40%,13.10%,,27.10%,83.10%,21.90%,"Peregrine Pharmaceuticals, Inc.",Biotechnology,229.47,0.20%,0.00%,12.60%,-2.82%,0.46%,0.48,-43.90%,-101.00%,-112.50%,1.2,0.9,0,0,41.00%,-80.60%,-89.50%,52.78%,89.66%,71.88%,Biotechnology,USA,-45.54%,77.42%,1.49,0.04,15.72%,9.10%,67.91%,71.97%,52.16%,22.22%,96.43%,-50.89%,96.43%,91.98,20.91%,2.62%,1.5,2225.31,12.12,0.55,24.07%,26977478,3/13/2017 16:30
5064,PPL,PPL Corporation,Utilities,Electric Utilities,USA,24276.14,12.74,15.38,5.23,3.23,2.45,,,4.43%,54.10%,2.8,17.30%,7.27%,0.70%,2.44%,-10.00%,13.60%,2.90%,PPL Corporation,Electric Utilities,678.41,0.03%,-39.64%,71.60%,0.71%,1.67%,3.19,4.90%,19.00%,8.20%,0.5,0.4,1.8,1.94,90.60%,40.50%,25.30%,0.37%,4.09%,9.66%,Electric Utilities,USA,2.55%,4.64%,0.46,0.4,1.16%,1.15%,1.64%,3.30%,1.77%,-0.28%,9.42%,-8.73%,12.36%,60.82,-0.34%,0.08%,2.6,3544.2,0.97,35.63,-0.25%,3438736,2/1/2017 8:30
5065,PPLT,ETFS Physical Platinum,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,ETFS Physical Platinum,Exchange Traded Fund,,,,,,,0.81,,,,,,,,,,,-0.61%,4.92%,6.26%,Exchange Traded Fund,USA,6.01%,11.45%,,1.34,1.04%,1.13%,0.58%,4.44%,-0.71%,-2.30%,12.88%,-15.36%,12.88%,58.14,-0.50%,-0.32%,,55.6,0.29,96.3,-0.81%,16233,
5066,PPP,Primero Mining Corp.,Basic Materials,Gold,Canada,145.46,,,,0.61,0.22,,,,,-0.85,-525.00%,52.90%,-61.16%,,,,-28.00%,Primero Mining Corp.,Gold,185.91,5.06%,0.00%,62.60%,0.76%,1.59%,1.51,,,,,,,,,,,-12.82%,1.91%,-1.67%,Gold,Canada,-46.71%,-1.75%,,0.04,3.50%,3.88%,-4.73%,-4.03%,-47.53%,-20.34%,10.39%,-70.62%,10.39%,43.28,-0.94%,1.15%,2.4,1964.49,0.39,0.77,0.21%,766702,3/15/2017 8:30
5067,PPR,Voya Prime Rate Trust,Financial,Closed-End Fund - Debt,USA,,,,,,1.03,,,,,-0.24,,,0.00%,,,,,Voya Prime Rate Trust,Closed-End Fund - Debt,,,,,,,0.25,,,,,,,,,,,-0.18%,0.85%,4.50%,Closed-End Fund - Debt,USA,29.33%,0.49%,,0.04,0.76%,0.70%,0.15%,0.80%,7.70%,-0.94%,4.18%,-0.94%,29.33%,53.63,-0.36%,0.18%,1,512.57,0.81,5.54,-0.18%,416682,
